X,study_day,visit_date,age_at_visit,region,prob,lower.CL,upper.CL
7950,54,29/12/2022,61,Northern Ireland,0,0,0
7951,55,30/12/2022,61,Northern Ireland,0,0,0
7952,56,31/12/2022,61,Northern Ireland,0,0,0
7953,1,06/11/2022,62,Northern Ireland,0,0,0
7954,2,07/11/2022,62,Northern Ireland,0,0,0
7955,3,08/11/2022,62,Northern Ireland,0,0,0
7956,4,09/11/2022,62,Northern Ireland,0,0,0
7957,5,10/11/2022,62,Northern Ireland,0,0,0
7958,6,11/11/2022,62,Northern Ireland,0,0,0
7959,7,12/11/2022,62,Northern Ireland,0,0,0
7960,8,13/11/2022,62,Northern Ireland,0,0,0
7961,9,14/11/2022,62,Northern Ireland,0,0,0
7962,10,15/11/2022,62,Northern Ireland,0,0,0
7963,11,16/11/2022,62,Northern Ireland,0,0,0
7964,12,17/11/2022,62,Northern Ireland,0,0,0
7965,13,18/11/2022,62,Northern Ireland,0,0,0
7966,14,19/11/2022,62,Northern Ireland,0,0,0
7967,15,20/11/2022,62,Northern Ireland,0,0,0
7968,16,21/11/2022,62,Northern Ireland,0,0,0
7969,17,22/11/2022,62,Northern Ireland,0,0,0
7970,18,23/11/2022,62,Northern Ireland,0,0,0
7971,19,24/11/2022,62,Northern Ireland,0,0,0
7972,20,25/11/2022,62,Northern Ireland,0,0,0
7973,21,26/11/2022,62,Northern Ireland,0,0,0
7974,22,27/11/2022,62,Northern Ireland,0,0,0
7975,23,28/11/2022,62,Northern Ireland,0,0,0
7976,24,29/11/2022,62,Northern Ireland,0,0,0
7977,25,30/11/2022,62,Northern Ireland,0,0,0
7978,26,01/12/2022,62,Northern Ireland,0,0,0
7979,27,02/12/2022,62,Northern Ireland,0,0,0
7980,28,03/12/2022,62,Northern Ireland,0,0,0
7981,29,04/12/2022,62,Northern Ireland,0,0,0
7982,30,05/12/2022,62,Northern Ireland,0,0,0
7983,31,06/12/2022,62,Northern Ireland,0,0,0
7984,32,07/12/2022,62,Northern Ireland,0,0,0
7985,33,08/12/2022,62,Northern Ireland,0,0,0
7986,34,09/12/2022,62,Northern Ireland,0,0,0
7987,35,10/12/2022,62,Northern Ireland,0,0,0
7988,36,11/12/2022,62,Northern Ireland,0,0,0
7989,37,12/12/2022,62,Northern Ireland,0,0,0
7990,38,13/12/2022,62,Northern Ireland,0,0,0
7991,39,14/12/2022,62,Northern Ireland,0,0,0
7992,40,15/12/2022,62,Northern Ireland,0,0,0
7993,41,16/12/2022,62,Northern Ireland,0,0,0
7994,42,17/12/2022,62,Northern Ireland,0,0,0
7995,43,18/12/2022,62,Northern Ireland,0,0,0
7996,44,19/12/2022,62,Northern Ireland,0,0,0
7997,45,20/12/2022,62,Northern Ireland,0,0,0
7998,46,21/12/2022,62,Northern Ireland,0,0,0
7999,47,22/12/2022,62,Northern Ireland,0,0,0
8000,48,23/12/2022,62,Northern Ireland,0,0,0
8001,49,24/12/2022,62,Northern Ireland,0,0,0
8002,50,25/12/2022,62,Northern Ireland,0,0,0
8003,51,26/12/2022,62,Northern Ireland,0,0,0
8004,52,27/12/2022,62,Northern Ireland,0,0,0
8005,53,28/12/2022,62,Northern Ireland,0,0,0
8006,54,29/12/2022,62,Northern Ireland,0,0,0
8007,55,30/12/2022,62,Northern Ireland,0,0,0
8008,56,31/12/2022,62,Northern Ireland,0,0,0
8009,1,06/11/2022,63,Northern Ireland,0,0,0
8010,2,07/11/2022,63,Northern Ireland,0,0,0
8011,3,08/11/2022,63,Northern Ireland,0,0,0
8012,4,09/11/2022,63,Northern Ireland,0,0,0
8013,5,10/11/2022,63,Northern Ireland,0,0,0
8014,6,11/11/2022,63,Northern Ireland,0,0,0
8015,7,12/11/2022,63,Northern Ireland,0,0,0
8016,8,13/11/2022,63,Northern Ireland,0,0,0
8017,9,14/11/2022,63,Northern Ireland,0,0,0
8018,10,15/11/2022,63,Northern Ireland,0,0,0
8019,11,16/11/2022,63,Northern Ireland,0,0,0
8020,12,17/11/2022,63,Northern Ireland,0,0,0
8021,13,18/11/2022,63,Northern Ireland,0,0,0
8022,14,19/11/2022,63,Northern Ireland,0,0,0
8023,15,20/11/2022,63,Northern Ireland,0,0,0
8024,16,21/11/2022,63,Northern Ireland,0,0,0
8025,17,22/11/2022,63,Northern Ireland,0,0,0
8026,18,23/11/2022,63,Northern Ireland,0,0,0
8027,19,24/11/2022,63,Northern Ireland,0,0,0
8028,20,25/11/2022,63,Northern Ireland,0,0,0
8029,21,26/11/2022,63,Northern Ireland,0,0,0
8030,22,27/11/2022,63,Northern Ireland,0,0,0
8031,23,28/11/2022,63,Northern Ireland,0,0,0
8032,24,29/11/2022,63,Northern Ireland,0,0,0
8033,25,30/11/2022,63,Northern Ireland,0,0,0
8034,26,01/12/2022,63,Northern Ireland,0,0,0
8035,27,02/12/2022,63,Northern Ireland,0,0,0
8036,28,03/12/2022,63,Northern Ireland,0,0,0
8037,29,04/12/2022,63,Northern Ireland,0,0,0
8038,30,05/12/2022,63,Northern Ireland,0,0,0
8039,31,06/12/2022,63,Northern Ireland,0,0,0
8040,32,07/12/2022,63,Northern Ireland,0,0,0
8041,33,08/12/2022,63,Northern Ireland,0,0,0
8042,34,09/12/2022,63,Northern Ireland,0,0,0
8043,35,10/12/2022,63,Northern Ireland,0,0,0
8044,36,11/12/2022,63,Northern Ireland,0,0,0
8045,37,12/12/2022,63,Northern Ireland,0,0,0
8046,38,13/12/2022,63,Northern Ireland,0,0,0
8047,39,14/12/2022,63,Northern Ireland,0,0,0
8048,40,15/12/2022,63,Northern Ireland,0,0,0
8049,41,16/12/2022,63,Northern Ireland,0,0,0
8050,42,17/12/2022,63,Northern Ireland,0,0,0
8051,43,18/12/2022,63,Northern Ireland,0,0,0
8052,44,19/12/2022,63,Northern Ireland,0,0,0
8053,45,20/12/2022,63,Northern Ireland,0,0,0
8054,46,21/12/2022,63,Northern Ireland,0,0,0
8055,47,22/12/2022,63,Northern Ireland,0,0,0
8056,48,23/12/2022,63,Northern Ireland,0,0,0
8057,49,24/12/2022,63,Northern Ireland,0,0,0
8058,50,25/12/2022,63,Northern Ireland,0,0,0
8059,51,26/12/2022,63,Northern Ireland,0,0,0
8060,52,27/12/2022,63,Northern Ireland,0,0,0
8061,53,28/12/2022,63,Northern Ireland,0,0,0
8062,54,29/12/2022,63,Northern Ireland,0,0,0
8063,55,30/12/2022,63,Northern Ireland,0,0,0
8064,56,31/12/2022,63,Northern Ireland,0,0,0
8065,1,06/11/2022,64,Northern Ireland,0,0,0
8066,2,07/11/2022,64,Northern Ireland,0,0,0
8067,3,08/11/2022,64,Northern Ireland,0,0,0
8068,4,09/11/2022,64,Northern Ireland,0,0,0
8069,5,10/11/2022,64,Northern Ireland,0,0,0
8070,6,11/11/2022,64,Northern Ireland,0,0,0
8071,7,12/11/2022,64,Northern Ireland,0,0,0
8072,8,13/11/2022,64,Northern Ireland,0,0,0
8073,9,14/11/2022,64,Northern Ireland,0,0,0
8074,10,15/11/2022,64,Northern Ireland,0,0,0
8075,11,16/11/2022,64,Northern Ireland,0,0,0
8076,12,17/11/2022,64,Northern Ireland,0,0,0
8077,13,18/11/2022,64,Northern Ireland,0,0,0
8078,14,19/11/2022,64,Northern Ireland,0,0,0
8079,15,20/11/2022,64,Northern Ireland,0,0,0
8080,16,21/11/2022,64,Northern Ireland,0,0,0
8081,17,22/11/2022,64,Northern Ireland,0,0,0
8082,18,23/11/2022,64,Northern Ireland,0,0,0
8083,19,24/11/2022,64,Northern Ireland,0,0,0
8084,20,25/11/2022,64,Northern Ireland,0,0,0
8085,21,26/11/2022,64,Northern Ireland,0,0,0
8086,22,27/11/2022,64,Northern Ireland,0,0,0
8087,23,28/11/2022,64,Northern Ireland,0,0,0
8088,24,29/11/2022,64,Northern Ireland,0,0,0
8089,25,30/11/2022,64,Northern Ireland,0,0,0
8090,26,01/12/2022,64,Northern Ireland,0,0,0
8091,27,02/12/2022,64,Northern Ireland,0,0,0
8092,28,03/12/2022,64,Northern Ireland,0,0,0
8093,29,04/12/2022,64,Northern Ireland,0,0,0
8094,30,05/12/2022,64,Northern Ireland,0,0,0
8095,31,06/12/2022,64,Northern Ireland,0,0,0
8096,32,07/12/2022,64,Northern Ireland,0,0,0
8097,33,08/12/2022,64,Northern Ireland,0,0,0
8098,34,09/12/2022,64,Northern Ireland,0,0,0
8099,35,10/12/2022,64,Northern Ireland,0,0,0
8100,36,11/12/2022,64,Northern Ireland,0,0,0
8101,37,12/12/2022,64,Northern Ireland,0,0,0
8102,38,13/12/2022,64,Northern Ireland,0,0,0
8103,39,14/12/2022,64,Northern Ireland,0,0,0
8104,40,15/12/2022,64,Northern Ireland,0,0,0
8105,41,16/12/2022,64,Northern Ireland,0,0,0
8106,42,17/12/2022,64,Northern Ireland,0,0,0
8107,43,18/12/2022,64,Northern Ireland,0,0,0
8108,44,19/12/2022,64,Northern Ireland,0,0,0
8109,45,20/12/2022,64,Northern Ireland,0,0,0
8110,46,21/12/2022,64,Northern Ireland,0,0,0
8111,47,22/12/2022,64,Northern Ireland,0,0,0
8112,48,23/12/2022,64,Northern Ireland,0,0,0
8113,49,24/12/2022,64,Northern Ireland,0,0,0
8114,50,25/12/2022,64,Northern Ireland,0,0,0
8115,51,26/12/2022,64,Northern Ireland,0,0,0
8116,52,27/12/2022,64,Northern Ireland,0,0,0
8117,53,28/12/2022,64,Northern Ireland,0,0,0
8118,54,29/12/2022,64,Northern Ireland,0,0,0
8119,55,30/12/2022,64,Northern Ireland,0,0,0
8120,56,31/12/2022,64,Northern Ireland,0,0,0
8121,1,06/11/2022,65,Northern Ireland,0,0,0
8122,2,07/11/2022,65,Northern Ireland,0,0,0
8123,3,08/11/2022,65,Northern Ireland,0,0,0
8124,4,09/11/2022,65,Northern Ireland,0,0,0
8125,5,10/11/2022,65,Northern Ireland,0,0,0
8126,6,11/11/2022,65,Northern Ireland,0,0,0
8127,7,12/11/2022,65,Northern Ireland,0,0,0
8128,8,13/11/2022,65,Northern Ireland,0,0,0
8129,9,14/11/2022,65,Northern Ireland,0,0,0
8130,10,15/11/2022,65,Northern Ireland,0,0,0
8131,11,16/11/2022,65,Northern Ireland,0,0,0
8132,12,17/11/2022,65,Northern Ireland,0,0,0
8133,13,18/11/2022,65,Northern Ireland,0,0,0
8134,14,19/11/2022,65,Northern Ireland,0,0,0
8135,15,20/11/2022,65,Northern Ireland,0,0,0
8136,16,21/11/2022,65,Northern Ireland,0,0,0
8137,17,22/11/2022,65,Northern Ireland,0,0,0
8138,18,23/11/2022,65,Northern Ireland,0,0,0
8139,19,24/11/2022,65,Northern Ireland,0,0,0
8140,20,25/11/2022,65,Northern Ireland,0,0,0
8141,21,26/11/2022,65,Northern Ireland,0,0,0
8142,22,27/11/2022,65,Northern Ireland,0,0,0
8143,23,28/11/2022,65,Northern Ireland,0,0,0
8144,24,29/11/2022,65,Northern Ireland,0,0,0
8145,25,30/11/2022,65,Northern Ireland,0,0,0
8146,26,01/12/2022,65,Northern Ireland,0,0,0
8147,27,02/12/2022,65,Northern Ireland,0,0,0
8148,28,03/12/2022,65,Northern Ireland,0,0,0
8149,29,04/12/2022,65,Northern Ireland,0,0,0
8150,30,05/12/2022,65,Northern Ireland,0,0,0
8151,31,06/12/2022,65,Northern Ireland,0,0,0
8152,32,07/12/2022,65,Northern Ireland,0,0,0
8153,33,08/12/2022,65,Northern Ireland,0,0,0
8154,34,09/12/2022,65,Northern Ireland,0,0,0
8155,35,10/12/2022,65,Northern Ireland,0,0,0
8156,36,11/12/2022,65,Northern Ireland,0,0,0
8157,37,12/12/2022,65,Northern Ireland,0,0,0
8158,38,13/12/2022,65,Northern Ireland,0,0,0
8159,39,14/12/2022,65,Northern Ireland,0,0,0
8160,40,15/12/2022,65,Northern Ireland,0,0,0
8161,41,16/12/2022,65,Northern Ireland,0,0,0
8162,42,17/12/2022,65,Northern Ireland,0,0,0
8163,43,18/12/2022,65,Northern Ireland,0,0,0
8164,44,19/12/2022,65,Northern Ireland,0,0,0
8165,45,20/12/2022,65,Northern Ireland,0,0,0
8166,46,21/12/2022,65,Northern Ireland,0,0,0
8167,47,22/12/2022,65,Northern Ireland,0,0,0
8168,48,23/12/2022,65,Northern Ireland,0,0,0
8169,49,24/12/2022,65,Northern Ireland,0,0,0
8170,50,25/12/2022,65,Northern Ireland,0,0,0
8171,51,26/12/2022,65,Northern Ireland,0,0,0
8172,52,27/12/2022,65,Northern Ireland,0,0,0
8173,53,28/12/2022,65,Northern Ireland,0,0,0
8174,54,29/12/2022,65,Northern Ireland,0,0,0
8175,55,30/12/2022,65,Northern Ireland,0,0,0
8176,56,31/12/2022,65,Northern Ireland,0,0,0
8177,1,06/11/2022,66,Northern Ireland,0,0,0
8178,2,07/11/2022,66,Northern Ireland,0,0,0
8179,3,08/11/2022,66,Northern Ireland,0,0,0
8180,4,09/11/2022,66,Northern Ireland,0,0,0
8181,5,10/11/2022,66,Northern Ireland,0,0,0
8182,6,11/11/2022,66,Northern Ireland,0,0,0
8183,7,12/11/2022,66,Northern Ireland,0,0,0
8184,8,13/11/2022,66,Northern Ireland,0,0,0
8185,9,14/11/2022,66,Northern Ireland,0,0,0
8186,10,15/11/2022,66,Northern Ireland,0,0,0
8187,11,16/11/2022,66,Northern Ireland,0,0,0
8188,12,17/11/2022,66,Northern Ireland,0,0,0
8189,13,18/11/2022,66,Northern Ireland,0,0,0
8190,14,19/11/2022,66,Northern Ireland,0,0,0
8191,15,20/11/2022,66,Northern Ireland,0,0,0
8192,16,21/11/2022,66,Northern Ireland,0,0,0
8193,17,22/11/2022,66,Northern Ireland,0,0,0
8194,18,23/11/2022,66,Northern Ireland,0,0,0
8195,19,24/11/2022,66,Northern Ireland,0,0,0
8196,20,25/11/2022,66,Northern Ireland,0,0,0
8197,21,26/11/2022,66,Northern Ireland,0,0,0
8198,22,27/11/2022,66,Northern Ireland,0,0,0
8199,23,28/11/2022,66,Northern Ireland,0,0,0
8200,24,29/11/2022,66,Northern Ireland,0,0,0
8201,25,30/11/2022,66,Northern Ireland,0,0,0
8202,26,01/12/2022,66,Northern Ireland,0,0,0
8203,27,02/12/2022,66,Northern Ireland,0,0,0
8204,28,03/12/2022,66,Northern Ireland,0,0,0
8205,29,04/12/2022,66,Northern Ireland,0,0,0
8206,30,05/12/2022,66,Northern Ireland,0,0,0
8207,31,06/12/2022,66,Northern Ireland,0,0,0
8208,32,07/12/2022,66,Northern Ireland,0,0,0
8209,33,08/12/2022,66,Northern Ireland,0,0,0
8210,34,09/12/2022,66,Northern Ireland,0,0,0
8211,35,10/12/2022,66,Northern Ireland,0,0,0
8212,36,11/12/2022,66,Northern Ireland,0,0,0
8213,37,12/12/2022,66,Northern Ireland,0,0,0
8214,38,13/12/2022,66,Northern Ireland,0,0,0
8215,39,14/12/2022,66,Northern Ireland,0,0,0
8216,40,15/12/2022,66,Northern Ireland,0,0,0
8217,41,16/12/2022,66,Northern Ireland,0,0,0
8218,42,17/12/2022,66,Northern Ireland,0,0,0
8219,43,18/12/2022,66,Northern Ireland,0,0,0
8220,44,19/12/2022,66,Northern Ireland,0,0,0
8221,45,20/12/2022,66,Northern Ireland,0,0,0
8222,46,21/12/2022,66,Northern Ireland,0,0,0
8223,47,22/12/2022,66,Northern Ireland,0,0,0
8224,48,23/12/2022,66,Northern Ireland,0,0,0
8225,49,24/12/2022,66,Northern Ireland,0,0,0
8226,50,25/12/2022,66,Northern Ireland,0,0,0
8227,51,26/12/2022,66,Northern Ireland,0,0,0
8228,52,27/12/2022,66,Northern Ireland,0,0,0
8229,53,28/12/2022,66,Northern Ireland,0,0,0
8230,54,29/12/2022,66,Northern Ireland,0,0,0
8231,55,30/12/2022,66,Northern Ireland,0,0,0
8232,56,31/12/2022,66,Northern Ireland,0,0,0
8233,1,06/11/2022,67,Northern Ireland,0,0,0
8234,2,07/11/2022,67,Northern Ireland,0,0,0
8235,3,08/11/2022,67,Northern Ireland,0,0,0
8236,4,09/11/2022,67,Northern Ireland,0,0,0
8237,5,10/11/2022,67,Northern Ireland,0,0,0
8238,6,11/11/2022,67,Northern Ireland,0,0,0
8239,7,12/11/2022,67,Northern Ireland,0,0,0
8240,8,13/11/2022,67,Northern Ireland,0,0,0
8241,9,14/11/2022,67,Northern Ireland,0,0,0
8242,10,15/11/2022,67,Northern Ireland,0,0,0
8243,11,16/11/2022,67,Northern Ireland,0,0,0
8244,12,17/11/2022,67,Northern Ireland,0,0,0
8245,13,18/11/2022,67,Northern Ireland,0,0,0
8246,14,19/11/2022,67,Northern Ireland,0,0,0
8247,15,20/11/2022,67,Northern Ireland,0,0,0
8248,16,21/11/2022,67,Northern Ireland,0,0,0
8249,17,22/11/2022,67,Northern Ireland,0,0,0
8250,18,23/11/2022,67,Northern Ireland,0,0,0
8251,19,24/11/2022,67,Northern Ireland,0,0,0
8252,20,25/11/2022,67,Northern Ireland,0,0,0
8253,21,26/11/2022,67,Northern Ireland,0,0,0
8254,22,27/11/2022,67,Northern Ireland,0,0,0
8255,23,28/11/2022,67,Northern Ireland,0,0,0
8256,24,29/11/2022,67,Northern Ireland,0,0,0
8257,25,30/11/2022,67,Northern Ireland,0,0,0
8258,26,01/12/2022,67,Northern Ireland,0,0,0
8259,27,02/12/2022,67,Northern Ireland,0,0,0
8260,28,03/12/2022,67,Northern Ireland,0,0,0
8261,29,04/12/2022,67,Northern Ireland,0,0,0
8262,30,05/12/2022,67,Northern Ireland,0,0,0
8263,31,06/12/2022,67,Northern Ireland,0,0,0
8264,32,07/12/2022,67,Northern Ireland,0,0,0
8265,33,08/12/2022,67,Northern Ireland,0,0,0
8266,34,09/12/2022,67,Northern Ireland,0,0,0
8267,35,10/12/2022,67,Northern Ireland,0,0,0
8268,36,11/12/2022,67,Northern Ireland,0,0,0
8269,37,12/12/2022,67,Northern Ireland,0,0,0
8270,38,13/12/2022,67,Northern Ireland,0,0,0
8271,39,14/12/2022,67,Northern Ireland,0,0,0
8272,40,15/12/2022,67,Northern Ireland,0,0,0
8273,41,16/12/2022,67,Northern Ireland,0,0,0
8274,42,17/12/2022,67,Northern Ireland,0,0,0
8275,43,18/12/2022,67,Northern Ireland,0,0,0
8276,44,19/12/2022,67,Northern Ireland,0,0,0
8277,45,20/12/2022,67,Northern Ireland,0,0,0
8278,46,21/12/2022,67,Northern Ireland,0,0,0
8279,47,22/12/2022,67,Northern Ireland,0,0,0
8280,48,23/12/2022,67,Northern Ireland,0,0,0
8281,49,24/12/2022,67,Northern Ireland,0,0,0
8282,50,25/12/2022,67,Northern Ireland,0,0,0
8283,51,26/12/2022,67,Northern Ireland,0,0,0
8284,52,27/12/2022,67,Northern Ireland,0,0,0
8285,53,28/12/2022,67,Northern Ireland,0,0,0
8286,54,29/12/2022,67,Northern Ireland,0,0,0
8287,55,30/12/2022,67,Northern Ireland,0,0,0
8288,56,31/12/2022,67,Northern Ireland,0,0,0
8289,1,06/11/2022,68,Northern Ireland,0,0,0
8290,2,07/11/2022,68,Northern Ireland,0,0,0
8291,3,08/11/2022,68,Northern Ireland,0,0,0
8292,4,09/11/2022,68,Northern Ireland,0,0,0
8293,5,10/11/2022,68,Northern Ireland,0,0,0
8294,6,11/11/2022,68,Northern Ireland,0,0,0
8295,7,12/11/2022,68,Northern Ireland,0,0,0
8296,8,13/11/2022,68,Northern Ireland,0,0,0
8297,9,14/11/2022,68,Northern Ireland,0,0,0
8298,10,15/11/2022,68,Northern Ireland,0,0,0
8299,11,16/11/2022,68,Northern Ireland,0,0,0
8300,12,17/11/2022,68,Northern Ireland,0,0,0
8301,13,18/11/2022,68,Northern Ireland,0,0,0
8302,14,19/11/2022,68,Northern Ireland,0,0,0
8303,15,20/11/2022,68,Northern Ireland,0,0,0
8304,16,21/11/2022,68,Northern Ireland,0,0,0
8305,17,22/11/2022,68,Northern Ireland,0,0,0
8306,18,23/11/2022,68,Northern Ireland,0,0,0
8307,19,24/11/2022,68,Northern Ireland,0,0,0
8308,20,25/11/2022,68,Northern Ireland,0,0,0
8309,21,26/11/2022,68,Northern Ireland,0,0,0
8310,22,27/11/2022,68,Northern Ireland,0,0,0
8311,23,28/11/2022,68,Northern Ireland,0,0,0
8312,24,29/11/2022,68,Northern Ireland,0,0,0
8313,25,30/11/2022,68,Northern Ireland,0,0,0
8314,26,01/12/2022,68,Northern Ireland,0,0,0
8315,27,02/12/2022,68,Northern Ireland,0,0,0
8316,28,03/12/2022,68,Northern Ireland,0,0,0
8317,29,04/12/2022,68,Northern Ireland,0,0,0
8318,30,05/12/2022,68,Northern Ireland,0,0,0
8319,31,06/12/2022,68,Northern Ireland,0,0,0
8320,32,07/12/2022,68,Northern Ireland,0,0,0
8321,33,08/12/2022,68,Northern Ireland,0,0,0
8322,34,09/12/2022,68,Northern Ireland,0,0,0
8323,35,10/12/2022,68,Northern Ireland,0,0,0
8324,36,11/12/2022,68,Northern Ireland,0,0,0
8325,37,12/12/2022,68,Northern Ireland,0,0,0
8326,38,13/12/2022,68,Northern Ireland,0,0,0
8327,39,14/12/2022,68,Northern Ireland,0,0,0
8328,40,15/12/2022,68,Northern Ireland,0,0,0
8329,41,16/12/2022,68,Northern Ireland,0,0,0
8330,42,17/12/2022,68,Northern Ireland,0,0,0
8331,43,18/12/2022,68,Northern Ireland,0,0,0
8332,44,19/12/2022,68,Northern Ireland,0,0,0
8333,45,20/12/2022,68,Northern Ireland,0,0,0
8334,46,21/12/2022,68,Northern Ireland,0,0,0
8335,47,22/12/2022,68,Northern Ireland,0,0,0
8336,48,23/12/2022,68,Northern Ireland,0,0,0
8337,49,24/12/2022,68,Northern Ireland,0,0,0
8338,50,25/12/2022,68,Northern Ireland,0,0,0
8339,51,26/12/2022,68,Northern Ireland,0,0,0
8340,52,27/12/2022,68,Northern Ireland,0,0,0
8341,53,28/12/2022,68,Northern Ireland,0,0,0
8342,54,29/12/2022,68,Northern Ireland,0,0,0
8343,55,30/12/2022,68,Northern Ireland,0,0,0
8344,56,31/12/2022,68,Northern Ireland,0,0,0
8345,1,06/11/2022,69,Northern Ireland,0,0,0
8346,2,07/11/2022,69,Northern Ireland,0,0,0
8347,3,08/11/2022,69,Northern Ireland,0,0,0
8348,4,09/11/2022,69,Northern Ireland,0,0,0
8349,5,10/11/2022,69,Northern Ireland,0,0,0
8350,6,11/11/2022,69,Northern Ireland,0,0,0
8351,7,12/11/2022,69,Northern Ireland,0,0,0
8352,8,13/11/2022,69,Northern Ireland,0,0,0
8353,9,14/11/2022,69,Northern Ireland,0,0,0
8354,10,15/11/2022,69,Northern Ireland,0,0,0
8355,11,16/11/2022,69,Northern Ireland,0,0,0
8356,12,17/11/2022,69,Northern Ireland,0,0,0
8357,13,18/11/2022,69,Northern Ireland,0,0,0
8358,14,19/11/2022,69,Northern Ireland,0,0,0
8359,15,20/11/2022,69,Northern Ireland,0,0,0
8360,16,21/11/2022,69,Northern Ireland,0,0,0
8361,17,22/11/2022,69,Northern Ireland,0,0,0
8362,18,23/11/2022,69,Northern Ireland,0,0,0
8363,19,24/11/2022,69,Northern Ireland,0,0,0
8364,20,25/11/2022,69,Northern Ireland,0,0,0
8365,21,26/11/2022,69,Northern Ireland,0,0,0
8366,22,27/11/2022,69,Northern Ireland,0,0,0
8367,23,28/11/2022,69,Northern Ireland,0,0,0
8368,24,29/11/2022,69,Northern Ireland,0,0,0
8369,25,30/11/2022,69,Northern Ireland,0,0,0
8370,26,01/12/2022,69,Northern Ireland,0,0,0
8371,27,02/12/2022,69,Northern Ireland,0,0,0
8372,28,03/12/2022,69,Northern Ireland,0,0,0
8373,29,04/12/2022,69,Northern Ireland,0,0,0
8374,30,05/12/2022,69,Northern Ireland,0,0,0
8375,31,06/12/2022,69,Northern Ireland,0,0,0
8376,32,07/12/2022,69,Northern Ireland,0,0,0
8377,33,08/12/2022,69,Northern Ireland,0,0,0
8378,34,09/12/2022,69,Northern Ireland,0,0,0
8379,35,10/12/2022,69,Northern Ireland,0,0,0
8380,36,11/12/2022,69,Northern Ireland,0,0,0
8381,37,12/12/2022,69,Northern Ireland,0,0,0
8382,38,13/12/2022,69,Northern Ireland,0,0,0
8383,39,14/12/2022,69,Northern Ireland,0,0,0
8384,40,15/12/2022,69,Northern Ireland,0,0,0
8385,41,16/12/2022,69,Northern Ireland,0,0,0
8386,42,17/12/2022,69,Northern Ireland,0,0,0
8387,43,18/12/2022,69,Northern Ireland,0,0,0
8388,44,19/12/2022,69,Northern Ireland,0,0,0
8389,45,20/12/2022,69,Northern Ireland,0,0,0
8390,46,21/12/2022,69,Northern Ireland,0,0,0
8391,47,22/12/2022,69,Northern Ireland,0,0,0
8392,48,23/12/2022,69,Northern Ireland,0,0,0
8393,49,24/12/2022,69,Northern Ireland,0,0,0
8394,50,25/12/2022,69,Northern Ireland,0,0,0
8395,51,26/12/2022,69,Northern Ireland,0,0,0
8396,52,27/12/2022,69,Northern Ireland,0,0,0
8397,53,28/12/2022,69,Northern Ireland,0,0,0
8398,54,29/12/2022,69,Northern Ireland,0,0,0
8399,55,30/12/2022,69,Northern Ireland,0,0,0
8400,56,31/12/2022,69,Northern Ireland,0,0,0
8401,1,06/11/2022,70,Northern Ireland,0,0,0
8402,2,07/11/2022,70,Northern Ireland,0,0,0
8403,3,08/11/2022,70,Northern Ireland,0,0,0
8404,4,09/11/2022,70,Northern Ireland,0,0,0
8405,5,10/11/2022,70,Northern Ireland,0,0,0
8406,6,11/11/2022,70,Northern Ireland,0,0,0
8407,7,12/11/2022,70,Northern Ireland,0,0,0
8408,8,13/11/2022,70,Northern Ireland,0,0,0
8409,9,14/11/2022,70,Northern Ireland,0,0,0
8410,10,15/11/2022,70,Northern Ireland,0,0,0
8411,11,16/11/2022,70,Northern Ireland,0,0,0
8412,12,17/11/2022,70,Northern Ireland,0,0,0
8413,13,18/11/2022,70,Northern Ireland,0,0,0
8414,14,19/11/2022,70,Northern Ireland,0,0,0
8415,15,20/11/2022,70,Northern Ireland,0,0,0
8416,16,21/11/2022,70,Northern Ireland,0,0,0
8417,17,22/11/2022,70,Northern Ireland,0,0,0
8418,18,23/11/2022,70,Northern Ireland,0,0,0
8419,19,24/11/2022,70,Northern Ireland,0,0,0
8420,20,25/11/2022,70,Northern Ireland,0,0,0
8421,21,26/11/2022,70,Northern Ireland,0,0,0
8422,22,27/11/2022,70,Northern Ireland,0,0,0
8423,23,28/11/2022,70,Northern Ireland,0,0,0
8424,24,29/11/2022,70,Northern Ireland,0,0,0
8425,25,30/11/2022,70,Northern Ireland,0,0,0
8426,26,01/12/2022,70,Northern Ireland,0,0,0
8427,27,02/12/2022,70,Northern Ireland,0,0,0
8428,28,03/12/2022,70,Northern Ireland,0,0,0
8429,29,04/12/2022,70,Northern Ireland,0,0,0
8430,30,05/12/2022,70,Northern Ireland,0,0,0
8431,31,06/12/2022,70,Northern Ireland,0,0,0
8432,32,07/12/2022,70,Northern Ireland,0,0,0
8433,33,08/12/2022,70,Northern Ireland,0,0,0
8434,34,09/12/2022,70,Northern Ireland,0,0,0
8435,35,10/12/2022,70,Northern Ireland,0,0,0
8436,36,11/12/2022,70,Northern Ireland,0,0,0
8437,37,12/12/2022,70,Northern Ireland,0,0,0
8438,38,13/12/2022,70,Northern Ireland,0,0,0
8439,39,14/12/2022,70,Northern Ireland,0,0,0
8440,40,15/12/2022,70,Northern Ireland,0,0,0
8441,41,16/12/2022,70,Northern Ireland,0,0,0
8442,42,17/12/2022,70,Northern Ireland,0,0,0
8443,43,18/12/2022,70,Northern Ireland,0,0,0
8444,44,19/12/2022,70,Northern Ireland,0,0,0
8445,45,20/12/2022,70,Northern Ireland,0,0,0
8446,46,21/12/2022,70,Northern Ireland,0,0,0
8447,47,22/12/2022,70,Northern Ireland,0,0,0
